I	O	O
've	O	O
had	O	O
to	O	O
work	O	O
with	O	O
several	O	O
beginner	O	O
(	O	O
never	O	O
wrote	O	O
a	O	O
line	O	O
of	O	O
code	O	O
)	O	O
programmers	O	O
,	O	O
and	O	O
I	O	O
'll	O	O
be	O	O
doing	O	O
an	O	O
after	O	O
school	O	O
workshop	O	O
with	O	O
high	O	O
school	O	O
students	O	O
this	O	O
fall	O	O
.	O	O
This	O	O
is	O	O
the	O	O
closest	O	O
thing	O	O
I	O	O
've	O	O
got	O	O
to	O	O
documentation	O	O
.	O	O
It	O	O
's	O	O
still	O	O
a	O	O
work	O	O
in	O	O
progress	O	O
,	O	O
but	O	O
I	O	O
hope	O	O
it	O	O
helps	O	O
.	O	O
1	O	O
)	O	O
FizzBuzz	O	O
.	O	O
Start	O	O
with	O	O
command	O	O
line	O	O
programs	O	O
.	O	O
You	O	O
can	O	O
write	O	O
some	O	O
fun	O	O
games	O	O
,	O	O
or	O	O
tools	O	O
,	O	O
very	O	O
quickly	O	O
,	O	O
and	O	O
you	O	O
learn	O	O
all	O	O
of	O	O
the	O	O
language	O	O
features	O	O
very	O	O
quickly	O	O
without	O	O
having	O	O
to	O	O
learn	O	O
the	O	O
GUI	O	O
tools	O	O
first	O	O
.	O	O
These	O	O
early	O	O
apps	O	O
should	O	O
be	O	O
simple	O	O
enough	O	O
that	O	O
you	O	O
wo	O	O
n't	O	O
need	O	O
to	O	O
use	O	O
any	O	O
real	O	O
debugging	O	O
tools	O	O
to	O	O
make	O	O
them	O	O
work	O	O
.	O	O
If	O	O
nothing	O	O
else	O	O
things	O	O
like	O	O
FizzBuzz	O	O
are	O	O
good	O	O
projects	O	O
.	O	O
Your	O	O
first	O	O
few	O	O
apps	O	O
should	O	O
not	O	O
have	O	O
to	O	O
deal	O	O
with	O	O
DBs	O	O
,	O	O
file	O	O
system	O	O
,	O	O
configuration	O	O
,	O	O
ect	O	O
.	O	O
These	O	O
are	O	O
concepts	O	O
which	O	O
just	O	O
confuse	O	O
most	O	O
people	O	O
,	O	O
and	O	O
when	O	O
you	O	O
're	O	O
just	O	O
learning	O	O
the	O	O
syntax	O	O
and	O	O
basic	O	O
framework	O	O
features	O	O
you	O	O
really	O	O
do	O	O
n't	O	O
need	O	O
more	O	O
complexity	O	O
.	O	O
Some	O	O
projects	O	O
:	O	O
Hello	O	O
World	O	O
!	O	O
Take	O	O
the	O	O
year	O	O
of	O	O
my	O	O
birth	O	O
,	O	O
and	O	O
calculate	O	O
my	O	O
age	O	O
(	O	O
just	O	O
(	O	O
now	O	O
-	O	O
then	O	O
)	O	O
no	O	O
month	O	O
corrections	O	O
)	O	O
.	O	O
(	O	O
simple	O	O
math	O	O
,	O	O
input	O	O
,	O	O
output	O	O
)	O	O
Ask	O	O
for	O	O
a	O	O
direction	O	O
(	O	O
Up	O	O
,	O	O
down	O	O
,	O	O
left	O	O
,	O	O
right	O	O
)	O	O
,	O	O
then	O	O
tell	O	O
the	O	O
user	O	O
their	O	O
fate	O	O
(	O	O
fall	O	O
in	O	O
a	O	O
hole	O	O
,	O	O
find	O	O
a	O	O
cake	O	O
,	O	O
ect	O	O
)	O	O
.	O	O
(	O	O
Boolean	B-API	O
logic	O	O
)	O	O
FizzBuzz	O	O
,	O	O
but	O	O
count	O	O
once	O	O
every	O	O
second	O	O
.	O	O
(	O	O
Loops	O	O
,	O	O
timers	O	O
,	O	O
and	O	O
more	O	O
logic	O	O
)	O	O
Depending	O	O
on	O	O
their	O	O
age	O	O
some	O	O
really	O	O
like	O	O
an	O	O
app	O	O
which	O	O
calls	O	O
the	O	O
users	O	O
a	O	O
random	O	O
insult	O	O
at	O	O
some	O	O
interval	O	O
.	O	O
(	O	O
Loops	O	O
,	O	O
arrays	O	O
,	O	O
timers	O	O
,	O	O
and	O	O
random	O	O
if	O	O
you	O	O
make	O	O
the	O	O
interval	O	O
random	O	O
)	O	O
2	O	O
)	O	O
Simple	O	O
Project	O	O
Once	O	O
they	O	O
have	O	O
a	O	O
good	O	O
grasp	O	O
of	O	O
language	O	O
features	O	O
,	O	O
you	O	O
can	O	O
start	O	O
a	O	O
project	O	O
