Does	O	O
this	O	O
get	O	O
the	O	O
correct	O	O
answer	O	O
?	O	O
document.getElementById	B-API	B-API
(	I-API	I-API
``	I-API	I-API
newSkill	I-API	I-API
''	I-API	I-API
)	I-API	I-API
.innerHTML	I-API	O
.selectedIndex	B-API	O
]	I-API	O
.value	I-API	O
document.getElementById	B-API	B-API
(	I-API	I-API
'newSkill	I-API	I-API
'	I-API	I-API
)	I-API	I-API
.options	I-API	I-API
[	I-API	I-API
document.getElementById	I-API	I-API
(	I-API	I-API
'newSkill	I-API	I-API
'	I-API	I-API
)	I-API	I-API
Should	O	O
work	O	O
This	O	O
should	O	O
return	O	O
the	O	O
text	O	O
value	O	O
of	O	O
the	O	O
selected	O	O
value	O	O
var	O	O
vSkill	O	O
=	O	O
document.getElementById	B-API	B-API
(	I-API	I-API
'newSkill	I-API	I-API
'	I-API	I-API
)	I-API	I-API
;	O	O
var	O	O
vSkillText	O	O
=	O	O
vSkill.options	B-API	O
[	I-API	O
vSkill.selectedIndex	I-API	O
]	I-API	O
.innerHTML	I-API	O
;	O	O
alert	B-API	B-API
(	I-API	I-API
vSkillText	I-API	I-API
)	I-API	I-API
;	O	O
Props	O	O
:	O	O
@	O	O
Tanerax	O	O
for	O	O
reading	O	O
the	O	O
question	O	O
,	O	O
knowing	O	O
what	O	O
was	O	O
asked	O	O
and	O	O
answering	O	O
it	O	O
before	O	O
others	O	O
figured	O	O
it	O	O
out	O	O
.	O	O
Edit	O	O
:	O	O
DownModed	O	O
,	O	O
cause	O	O
I	O	O
actually	O	O
read	O	O
a	O	O
question	O	O
fully	O	O
,	O	O
and	O	O
answered	O	O
it	O	O
,	O	O
sad	O	O
world	O	O
it	O	O
is	O	O
.	O	O
Based	O	O
on	O	O
your	O	O
example	O	O
HTML	O	O
code	O	O
,	O	O
here	O	O
's	O	O
one	O	O
way	O	O
to	O	O
get	O	O
the	O	O
displayed	O	O
text	O	O
of	O	O
the	O	O
currently	O	O
selected	O	O
option	O	O
:	O	O
var	O	O
skillsSelect	O	O
=	O	O
document.getElementById	B-API	B-API
(	I-API	I-API
``	I-API	I-API
newSkill	I-API	I-API
''	I-API	I-API
)	I-API	I-API
;	O	O
var	O	O
selectedText	O	O
=	O	O
skillsSelect.options	B-API	O
[	I-API	O
skillsSelect.selectedIndex	I-API	O
]	I-API	O
.text	I-API	O
;	O	O
in	O	O
1.x	O	O
there	O	O
used	O	O
to	O	O
be	O	O
things	O	O
DataTables	O	O
could	O	O
n't	O	O
do	O	O
which	O	O
DataSets	O	O
could	O	O
(	O	O
do	O	O
n't	O	O
remember	O	O
exactly	O	O
what	O	O
)	O	O
.	O	O
All	O	O
that	O	O
was	O	O
changed	O	O
in	O	O
2.x	O	O
.	O	O
My	O	O
guess	O	O
is	O	O
that	O	O
's	O	O
why	O	O
a	O	O
lot	O	O
of	O	O
examples	O	O
still	O	O
use	O	O
DataSets	O	O
.	O	O
DataTables	O	O
should	O	O
be	O	O
quicker	O	O
as	O	O
they	O	O
are	O	O
more	O	O
lightweight	O	O
.	O	O
If	O	O
you	O	O
're	O	O
only	O	O
pulling	O	O
a	O	O
single	O	O
resultset	O	O
,	O	O
its	O	O
your	O	O
best	O	O
choice	O	O
between	O	O
the	O	O
two	O	O
.	O	O
It	O	O
really	O	O
depends	O	O
on	O	O
the	O	O
sort	O	O
of	O	O
data	O	O
you	O	O
're	O	O
bringing	O	O
back	O	O
.	O	O
Since	O	O
a	O	O
DataSet	O	O
is	O	O
(	O	O
in	O	O
effect	O	O
)	O	O
just	O	O
a	O	O
collection	O	O
of	O	O
DataTable	O	O
objects	O	O
,	O	O
you	O	O
can	O	O
return	O	O
multiple	O	O
distinct	O	O
sets	O	O
of	O	O
data	O	O
into	O	O
a	O	O
single	O	O
,	O	O
and	O	O
therefore	O	O
more	O	O
manageable	O	O
,	O	O
object	O	O
.	O	O
Performance-wise	O	O
