If	O	O
I	O	O
have	O	O
a	O	O
JavaScript	O	O
associative	O	O
array	O	O
,	O	O
say	O	O
:	O	O
var	O	O
myArray	O	O
=	O	O
new	O	O
Object	O	B-API
(	O	I-API
)	O	I-API
;	O	O
myArray	O	O
[	O	O
``	O	O
firstname	O	O
''	O	O
]	O	O
=	O	O
``	O	O
Gareth	O	O
''	O	O
;	O	O
myArray	O	O
[	O	O
``	O	O
lastname	O	O
''	O	O
]	O	O
=	O	O
``	O	O
Simpson	O	O
''	O	O
;	O	O
myArray	O	O
[	O	O
``	O	O
age	O	O
''	O	O
]	O	O
=	O	O
21	O	O
;	O	O
Is	O	O
there	O	O
a	O	O
built-in	O	O
or	O	O
accepted	O	O
best	O	O
practice	O	O
way	O	O
to	O	O
get	O	O
the	O	O
length	O	O
of	O	O
this	O	O
array	O	O
?	O	O
JavaScript	O	O
does	O	O
not	O	O
have	O	O
associative	O	O
arrays	O	O
--	O	O
it	O	O
only	O	O
has	O	O
objects	O	O
,	O	O
which	O	O
can	O	O
be	O	O
used	O	O
as	O	O
a	O	O
notion	O	O
of	O	O
associative	O	O
arrays	O	O
.	O	O
**	O	O
What	O	O
is	O	O
the	O	O
Java	O	O
equivalent	O	O
of	O	O
PHP	O	O
's	O	O
?	O	O
After	O	O
searching	O	O
the	O	O
web	O	O
for	O	O
an	O	O
hour	O	O
,	O	O
I	O	O
'm	O	O
still	O	O
nowhere	O	O
closer	O	O
.	O	O
There	O	O
are	O	O
a	O	O
few	O	O
ways	O	O
to	O	O
get	O	O
class-like	O	O
behavior	O	O
in	O	O
javascript	O	O
,	O	O
the	O	O
most	O	O
common	O	O
seem	O	O
to	O	O
be	O	O
prototype	O	O
based	O	O
like	O	O
this	O	O
:	O	O
function	O	O
Vector	O	O
(	O	O
x	O	O
,	O	O
y	O	O
,	O	O
x	O	O
)	O	O
{	O	O
this.x	O	O
=	O	O
x	O	O
;	O	O
this.y	O	O
=	O	O
y	O	O
;	O	O
this.z	O	O
=	O	O
z	O	O
;	O	O
return	O	O
this	O	O
;	O	O
}	O	O
Vector.prototype.length	O	O
=	O	O
function	O	B-API
(	O	I-API
)	O	I-API
{	O	O
return	O	O
Math.sqrt	B-API	O
(	I-API	O
this.x	I-API	O
*	I-API	O
this.x	I-API	O
...	I-API	O
)	I-API	O
;	O	O
}	O	O
and	O	O
closure	O	O
based	O	O
approaches	O	O
similar	O	O
to	O	O
function	O	O
Vector	O	O
(	O	O
x	O	O
,	O	O
y	O	O
,	O	O
z	O	O
)	O	O
{	O	O
this.length	O	B-API
=	O	O
function	O	B-API
(	O	I-API
)	O	I-API
{	O	O
return	O	O
Math.sqrt	B-API	B-API
(	I-API	I-API
x	I-API	O
*	I-API	O
x	I-API	O
+	I-API	O
...	I-API	O
)	I-API	O
;	O	O
}	O	O
}	O	O
For	O	O
various	O	O
reasons	O	O
the	O	O
latter	O	O
is	O	O
faster	O	O
,	O	O
but	O	O
I	O	O
've	O	O
seen	O	O
(	O	O
and	O	O
I	O	O
frequently	O	O
do	O	O
write	O	O
)	O	O
the	O	O
prototype	O	O
version	O	O
and	O	O
was	O	O
curious	O	O
as	O	O
to	O	O
what	O	O
other	O	O
people	O	O
do	O	O
.	O	O
The	O	O
application	O	O
my	O	O
team	O	O
is	O	O
currently	O	O
developing	O	O
has	O	O
a	O	O
DLL	O	O
that	O	O
is	O	O
used	O	O
to	O	O
perform	O	O
all	O	O
database	O	O
access	O	O
.	O	O
The	O	O
application	O	O
can	O	O
not	O	O
use	O	O
a	O	O
trusted	O	O
connection	O	O
because	O	O
the	O	O
database	O	O
is	O	O
behind	O	O
a	O	O
firewall	O	O
and	O	O
the	O	O
domain	O	O
server	O	O
is	O	O
not	O	O
.	O	O
So	O	O
it	O	O
appears	O	O
that	O	O
the	O	O
connection	O	O
string	O	O
needs	O	O
to	O	O
have	O	O
a	O	O
DB	O	O
username	O	O
and	O	O
password	O	O
.	O	O
The	O	O
DLL	O	O
currently	O	O
has	O	O
the	O	O
database	O	O
connection	O	O
string	O	O
hard	O	O
coded	O	O
,	O	O
but	O	O
I	O	O
do	O	O
n't	O	O
want	O	O
to	O	O
do	O	O
this	O	O
when	O	O
we	O	O
launch	O	O
as	O	O
the	O	O
assembly	O	O
can	O	O
be	O	O
disassembled	O	O
and	O	O
the	O	O
username	O	O
and	O	O
password	O	O
would	O	O
be	O	O
right	O	O
there	O	O
in	O	O
the	O	O
open	O	O
.	O	O
One	O	O
of	O	O
the	O	O
requirements	O	O
is	O	O
that	O	O
the	O	O
password	O	O
needs	O	O
to	O	O
be	O	O
changed	O	O
once	O	O
every	O	O
few	O	O
months	O	O
,	O	O
so	O	O
we	O	O
would	O	O
need	O	O
to	O	O
roll	O	O
that	O	O
out	O	O
to	O	O
our	O	O
internal	O	O
user	O	O
base	O	O
.	O	O
Is	O	O
there	O	O
a	O	O
way	O	O
to	O	O
store	O	O
the	O	O
password	O	O
encrypted	O	O
in	O	O
such	O	O
a	O	O
way	O	O
we	O	O
can	O	O
easily	O	O
distribute	O	O
to	O	O
the	O	O
entire	O	O
user	O	O
base	O	O
without	O	O
storing	O	O
it	O	O
in	O	O
the	O	O
assembly	O	O
?	O	O
UPDATE	O	O
:	O	O
Thanks	O	O
to	O	O
everyone	O	O
who	O	O
's	O	O
answered	O	O
.	O	O
I	O	O
'll	O	O
try	O	O
to	O	O
answer	O	O
some	O	O
of	O	O
the	O	O
questions	O	O
back	O	O
to	O	O
me	O	O
...	O	O
The	O	O
data	O	O
DLL	O	O
is	O	O
used	O	O
by	O	O
both	O	O
ASP.NET	O	O
WebForms	O	O
and	O	O
VB.NET	O	O
WinForms	O	O
.	O	O
I	O	O
understand	O	O
that	O	O
Applications	O	O
can	O	O
have	O	O
their	O	O
own	O	O
config	O	O
files	O	O
,	O	O
but	O	O
I	O	O
have	O	O
n't	O	O
seen	O	O
anything	O	O
on	O	O
config	O	O
files	O	O
for	O	O
DLLs	O	O
.	O	O
Unfortunately	O	O
,	O	O
I	O	O
ca	O	O
n't	O	O
get	O	O
to	O	O
the	O	O
Jon	O	O
Galloway	O	O
post	O	O
at	O	O
work	O	O
so	O	O
I	O	O
ca	O	O
n't	O	O
judge	O	O
if	O	O
that	O	O
will	O	O
work	O	O
.	O	O
From	O	O
a	O	O
development	O	O
standpoint	O	O
,	O	O
we	O	O
do	O	O
n't	O	O
want	O	O
to	O	O
use	O	O
web	O	O
services	O	O
inhouse	O	O
,	O	O
but	O	O
may	O	O
be	O	O
providing	O	O
them	O	O
to	O	O
third	O	O
parties	O	O
sometime	O	O
next	O	O
year	O	O
.	O	O
I	O	O
do	O	O
n't	O	O
think	O	O
impersonation	O	O
will	O	O
work	O	O
because	O	O
we	O	O
ca	O	O
n't	O	O
authenticate	O	O
the	O	O
user	O	O
through	O	O
the	O	O
firewall	O	O
.	O	O
As	O	O
a	O	O
user	O	O
(	O	O
or	O	O
former	O	O
user	O	O
)	O	O
can	O	O
be	O	O
an	O	O
attacker	O	O
,	O	O
we	O	O
're	O	O
keeping	O	O
it	O	O
from	O	O
everyone	O	O
!	O	O
Even	O	O
though	O	O
I	O	O
have	O	O
a	O	O
robust	O	O
and	O	O
fast	O	O
computer	O	O
(	O	O
Pentium	O	O
Dual	O	O
Core	O	O
2.0	O	O
with	O	O
2Gb	O	O
RAM	O	O
)	O	O
,	O	O
I	O	O
'm	O	O
always	O	O
searching	O	O
for	O	O
lightweight	O	O
software	O	O
to	O	O
have	O	O
on	O	O
it	O	O
,	O	O
so	O	O
it	O	O
runs	O	O
fast	O	O
even	O	O
when	O	O
many	O	O
apps	O	O
are	O	O
up	O	O
and	O	O
running	O	O
simultaneously	O	O
.	O	O
On	O	O
the	O	O
last	O	O
few	O	O
weeks	O	O
I	O	O
've	O	O
been	O	O
migrating	O	O
gradually	O	O
to	O	O
Linux	O	O
and	O	O
want	O	O
to	O	O
install	O	O
a	O	O
free	O	O
lightweight	O	O
yet	O	O
useful	O	O
IDE	O	O
to	O	O
program	O	O
on	O	O
C++	O	O
and	O	O
PHP	O	O
.	O	O
Sintax	O	O
highlighting	O	O
and	O	O
code	O	O
completition	O	O
tips	O	O
are	O	O
must-haves	O	O
.	O	O
So	O	O
,	O	O
I	O	O
'd	O	O
like	O	O
to	O	O
receive	O	O
some	O	O
suggestions	O	O
from	O	O
you	O	O
,	O	O
guys	O	O
.	O	O
Exceptions	O	O
in	O	O
C++	O	O
do	O	O
n't	O	O
need	O	O
to	O	O
be	O	O
caught	O	O
(	O	O
no	O	O
compile	O	O
time	O	O
errors	O	O
)	O	O
by	O	O
the	O	O
calling	O	O
function	O	O
.	O	O
So	O	O
it	O	O
's	O	O
up	O	O
to	O	O
developer	O	O
's	O	O
judgment	O	O
whether	O	O
to	O	O
catch	O	O
it	O	O
using	O	O
try/catch	O	O
(	O	O
unlike	O	O
in	O	O
Java	O	O
)	O	O
.	O	O
Is	O	O
there	O	O
a	O	O
way	O	O
one	O	O
can	O	O
ensure	O	O
that	O	O
the	O	O
exceptions	O	O
thrown	O	O
are	O	O
always	O	O
caught	O	O
using	O	O
try/catch	O	O
by	O	O
the	O	O
calling	O	O
function	O	O
?	O	O
In	O	O
the	O	O
past	O	O
few	O	O
months	O	O
I	O	O
began	O	O
my	O	O
first	O	O
serious	O	O
JavaScript	O	O
development	O	O
,	O	O
as	O	O
I	O	O
began	O	O
developing	O	O
XUL	O	O
applications	O	O
.	O	O
I	O	O
use	O	O
Notepad++	O	O
as	O	O
my	O	O
editor	O	O
,	O	O
but	O	O
I	O	O
was	O	O
pretty	O	O
appalled	O	O
to	O	O
find	O	O
(	O	O
as	O	O
far	O	O
as	O	O
I	O	O
can	O	O
tell	O	O
)	O	O
that	O	O
Venkman/Javascript	O	O
Debugger	O	O
is	O	O
the	O	O
tool	O	O
for	O	O
debugging	O	O
.	O	O
It	O	O
seems	O	O
like	O	O
a	O	O
poor	O	O
replacement	O	O
to	O	O
Visual	O	O
Studio	O	O
for	O	O
.Net	O	O
languages	O	O
.	O	O
Am	O	O
I	O	O
missing	O	O
something	O	O
?	O	O
What	O	O
are	O	O
the	O	O
best	O	O
tools	O	O
and	O	O
best	O	O
practices	O	O
for	O	O
JavaScript	O	O
development	O	O
?	O	O
Is	O	O
there	O	O
some	O	O
killer	O	O
IDE/debugger/editor	O	O
combination	O	O
I	O	O
'm	O	O
not	O	O
aware	O	O
of	O	O
?	O	O
It	O	O
has	O	O
to	O	O
be	O	O
easier	O	O
than	O	O
this	O	O
,	O	O
though	O	O
.	O	O
I	O	O
've	O	O
heard	O	O
some	O	O
mention	O	O
of	O	O
Eclipse	O	O
-	O	O
is	O	O
it	O	O
a	O	O
good	O	O
choice	O	O
here	O	O
?	O	O
I	O	O
know	O	O
very	O	O
little	O	O
about	O	O
it	O	O
.	O	O
Edit	O	O
:	O	O
Some	O	O
of	O	O
you	O	O
have	O	O
pointed	O	O
out	O	O
Firebug	O	O
-	O	O
I	O	O
guess	O	O
my	O	O
problem	O	O
was	O	O
that	O	O
I	O	O
'm	O	O
not	O	O
actually	O	O
using	O	O
JavaScript	O	O
for	O	O
web	O	O
development	O	O
for	O	O
which	O	O
Firebug	O	O
seems	O	O
to	O	O
be	O	O
the	O	O
tool	O	O
--	O	O
instead	O	O
I	O	O
'm	O	O
using	O	O
it	O	O
for	O	O
XUL	O	O
development	O	O
in	O	O
xulrunner	O	O
.	O	O
Which	O	O
may	O	O
simply	O	O
be	O	O
a	O	O
weakness	O	O
or	O	O
immaturity	O	O
of	O	O
xulrunner	O	O
.	O	O
What	O	O
code	O	O
analysis	O	O
tools	O	O
do	O	O
you	O	O
use	O	O
on	O	O
your	O	O
Java	O	O
projects	O	O
?	O	O
I	O	O
am	O	O
interested	O	O
in	O	O
all	O	O
kinds	O	O
static	O	O
code	O	O
analysis	O	O
tools	O	O
(	O	O
FindBugs	O	O
,	O	O
PMD	O	O
,	O	O
and	O	O
any	O	O
others	O	O
)	O	O
code	O	O
coverage	O	O
tools	O	O
(	O	O
Cobertura	O	O
,	O	O
Emma	O	O
,	O	O
and	O	O
any	O	O
others	O	O
)	O	O
any	O	O
other	O	O
instrumentation-based	O	O
tools	O	O
anything	O	O
else	O	O
,	O	O
